record;classification;subClassification;length;width;thickness;diameter;weight;quantity;broadperiod;fromdate;todate;location;date;weather
42694;;;34;22;5;;;1;BRONZE AGE;-2500;-700;Shepway,Kent;14347;73.4
41518;;;30;20;;;;1;BRONZE AGE;-2500;-700;Cheshire East,Cheshire;12247;77
41284;;;55.2;22.3;2.7;;;1;NEOLITHIC;-4000;-2200;North Lincolnshire,Lincolnshire;10663;69.8
41064;;;39.5;18.1;4.6;;2.92;1;NEOLITHIC;-4000;-700;Newark and Sherwood,Nottinghamshire;8646;77
40220;;;31.4;21.6;3.7;;2.62;1;NEOLITHIC;-4000;-2200;North Lincolnshire,Lincolnshire;10663;66.2
40101;;;25.8;15.3;3.5;;1.19;1;BRONZE AGE;-2500;-700;Selby,Yorkshire del Norte;13941;75.2
39913;;;;;;;;1;NEOLITHIC;-4000;-2200;Broadland,Norfolk;14063;68
38090;;;45;14;5.5;;7.96;1;MEDIEVAL;1066;1540;Babergh,Suffolk;7185;77
37326;;;49;25;5;;5.98;1;BRONZE AGE;-2500;-1500;Suffolk Coastal,Suffolk;5788;77
37325;;;32;21;4;;2.49;1;NEOLITHIC;-4000;-1500;Suffolk Coastal,Suffolk;5788;73.4
37120;;;64;12;10;;13.58;1;BRONZE AGE;-2500;-700;South Cambridgeshire,Cambridgeshire;14251;60.8
36753;;;163;12;;;14.88;1;POST MEDIEVAL;1540;;Tendring,Essex;5239;77
36184;;;66;22;11;;21.24;1;BRONZE AGE;-1000;-700;Suffolk Coastal,Suffolk;5788;62.6
36120;;;60;50;9;;;1;NEOLITHIC;-2500;-1800;North Norfolk,Norfolk;9742;46.4
31345;Leaf;Green's type 3B;29.6;16.2;4.7;;1.5;1;NEOLITHIC;-2600;-1900;Forest of Dean,Gloucestershire;14277;77
31045;;;36.1;17;3.2;;1.35;1;NEOLITHIC;;;North Lincolnshire,Lincolnshire;10663;46.4
30061;;flint;35;15;;;;1;NEOLITHIC;-2500;-2150;West Lindsey,Lincolnshire;11059;73.4
28187;proximal section (point);;30.3;16.4;4.3;;;1;BRONZE AGE;-2500;-700;East Riding of Yorkshire,East Riding of Yorkshire;13250;71.6
27811;Leaf;;25.1;21.2;3.4;;;1;NEOLITHIC;-4000;-3000;Ryedale,Yorkshire del Norte;7953;
27361;;;18.54;13.9;3.17;;;1;NEOLITHIC;;;North Warwickshire,Warwickshire;14042;69.8
27235;;;62.45;18.78;8.84;;;1;MEDIEVAL;1066;1540;Stratford-on-Avon,Warwickshire;7521;75.2
27087;Barb and Tanged;Sutton Type B or C;40;30;6;;;1;PREHISTORIC;-500000;43;Wyre Forest,Worcestershire;9808;57.2
27008;Leaf Shaped Arrowhead;;24.46;15.41;2.74;;;1;NEOLITHIC;-4000;-2200;Lichfield,Staffordshire;12700;68
26960;Leaf Shaped Arrowhead;;39.26;21.78;3.62;;;1;NEOLITHIC;;;Lichfield,Staffordshire;12700;68
26190;Tanged;;36.2;28.34;7.38;;;1;NEOLITHIC;-4000;-2200;Cotswold,Gloucestershire;9557;68
25581;Leaf-shaped arrowhead;;30.2;22.65;;;3.12;1;NEOLITHIC;-4000;-2200;Stratford-on-Avon,Warwickshire;7521;75.2
25341;Leaf-Shaped Arrowhead;;31.69;17.25;4.13;;;1;NEOLITHIC;-4000;-2200;Malvern Hills,Worcestershire;6515;59
25210;;;23.81;15.24;3.52;;;1;PREHISTORIC;-500000;43;Malvern Hills,Worcestershire;6515;59
24653;;;41.1;30.76;4.8;;;1;BRONZE AGE;;;Hinckley and Bosworth,Leicestershire;8167;69.8
24386;;;24.15;16.4;3.86;;;1;NEOLITHIC;-4000;-2200;Lichfield,Staffordshire;12700;68
24375;;;26.09;16.74;2.8;;;1;NEOLITHIC;-4000;-2200;Lichfield,Staffordshire;12700;68
24364;Trinchet arrowhead;;35.1;19.31;;;;1;NEOLITHIC;-4000;-2200;Lichfield,Staffordshire;12700;68
23859;Barb and Tanged Arrowhead;;33.36;27.54;5.15;;;1;BRONZE AGE;;;Wychavon,Worcestershire;6617;71.6
23824;;;24.38;16.7;4;;;1;BRONZE AGE;-2500;-700;Tewkesbury,Gloucestershire;6183;48.2
23344;Flint;Leaf point;24.63;16.16;2.89;;;1;NEOLITHIC;-3000;-1500;South Somerset,Somerset;10540;46.4
22678;Leaf arrowhead;;35.15;18.52;2.88;;;1;NEOLITHIC;-4000;2700;South Somerset,Somerset;10540;46.4
22677;Barbed and tanged arrowhead;;;;;;;1;BRONZE AGE;-2700;-700;South Somerset,Somerset;10540;46.4
21488;;;;;;;;1;BRONZE AGE;-2500;-1500;St. Edmundsbury,Suffolk;11781;62.6
21227;;;38;27;4;;4.97;1;NEOLITHIC;-3000;-1500;North Norfolk,Norfolk;9742;62.6
19028;barbed and tanged;;28;19;4;;2.07;1;BRONZE AGE;-2500;-1500;Mid Suffolk,Suffolk;13435;62.6
18368;;;47;24;6;;7.43;1;BRONZE AGE;-2500;-1501;Suffolk Coastal,Suffolk;5788;77
17473;;;42;18;5;;;1;BRONZE AGE;-2500;-700;Babergh,Suffolk;7185;68
16287;;;113;26;;;;1;MEDIEVAL;1066;1500;Forest Heath,Suffolk;7376;51.8
15237;;;77.04;37.99;;;;1;MEDIEVAL;1066;1540;Milton Keynes,Buckinghamshire;10571;48.2
14633;;;24.5;16.4;4;;1.33;1;NEOLITHIC;-4000;-700;Merthyr Tydfil,Gales;5754;71.6
14452;Barbed and tanged arrowhead;;25.9;16;4.6;;1.7;1;BRONZE AGE;-2500;-1800;the Vale of Glamorgan,Gales;11911;66.2
13164;;;50.1;13;5.8;;3.6;1;NEOLITHIC;-4000;-2200;;12700;
12795;;;28.8;17.5;3.3;;1.62;1;NEOLITHIC;-4000;-2200;South Kesteven,Lincolnshire;13611;55.4
8137;;;76.01;17.58;2.94;;11.02;1;BRONZE AGE;-2500;-700;Daventry,Northamptonshire;12696;59
6823;;;57.6;14.89;4.85;;9.73;1;EARLY MEDIEVAL;900;1300;East Northamptonshire,Northamptonshire;8100;73.4
6770;;;56.08;;;12.66;16.1;1;MEDIEVAL;1066;1540;East Northamptonshire,Northamptonshire;8100;73.4
6177;;;25;21.5;;;;1;BRONZE AGE;-2500;-700;Cheshire West and Chester,Cheshire;12123;69.8
4301;;;25;17;4;;;1;UNKNOWN;;;Tonbridge and Malling,Kent;11692;48.2
3107;;;26;17;15;;;1;PALAEOLITHIC;-500000;43;Maidstone,Kent;8320;68
3044;;;34;15;6;;;1;PALAEOLITHIC;-500000;-2200;Ashford,Kent;8649;68
3042;;;25;20;3;;;1;PALAEOLITHIC;-500000;-2200;Ashford,Kent;8649;68
2816;;;37;15;4;;;1;BRONZE AGE;-2500;-700;;12696;
2788;Barbed/Tanged;;38;18;7;;;1;NEOLITHIC;-4000;-2200;;14063;
2786;leaf;;49;21;6;;;1;NEOLITHIC;-4000;-2200;Ashford,Kent;8649;68
2664;;;41;21;7;;;1;NEOLITHIC;-4000;-700;Swale,Kent;7407;73.4
2329;Conygar Hill type;;39;35;5;;;1;BRONZE AGE;-2500;-700;Ashford,Kent;8649;68
1268;Oblique;;45;21;;;;1;BRONZE AGE;-2500;-700;East Hampshire,Hampshire;5115;68
250;Barbed-and-tanged;;40;20.5;3;;;1;NEOLITHIC;-2200;-1750;East Hampshire,Hampshire;5115;68
